reviewId,content,score,app
44b07eae-5344-41d4-bef1-eed23c770b67,Very good,5,Revolut
4aff97db-85e5-458a-b408-1efef69ee556,please i wish to have a chat for better explanation,4,Revolut
34dd6b9c-433c-410c-8d3b-cea2f357fb6f,TOP ! ❤️,4,Revolut
7d39a0c7-c821-4212-b42e-eb684603fe6c,nice gives gifts,5,Revolut
5ba681b2-371e-4ca7-99e3-83b28499733e,great experience so far,5,Revolut
3d935b90-1e01-432b-9486-0f0061b358b5,I like it 😍,5,Revolut
41664384-6215-4bb2-b12b-462cec932bb3,"i cant send money from the wise app , when i send money from wise to revolut , there's no confirmation from revolut to allow to send money to wise.",2,Revolut
19e89634-4a0f-4713-bb9f-848a2c3c7c32,nice app,5,Revolut
b4bb79fb-7b2a-415e-b036-c41472010c71,amazing banking app,5,Revolut
f28778a8-a3d2-43b9-a60f-5cded99ade37,very easy to use,5,Revolut
642b43a9-e0c6-4346-b624-ba6435278e1d,excellent,5,Revolut
31469386-e46c-476b-84f6-e6bcf66033d9,Clear and transparent app. It works on GrapheneOS.,5,Revolut
8b8a71dc-4313-47f7-b8f3-31a0805abfc1,Best app for me and my son. Never had any issues before.,5,Revolut
421df220-dd60-4fe6-a614-ed12b70fee39,brilliant bank brilliant app,5,Revolut
c3a5fdd4-f7ff-4f80-9a14-681a71a2aed6,very good for basic banking and a free virtual chargeable credit card,5,Revolut
9b3131e0-b691-43b4-bf9d-276c74196076,Simply good,5,Revolut
ad28d124-6d7b-42de-ab76-91079fc10382,helpfull and easy to use,5,Revolut
848e9de0-8ace-43d9-9112-ad47031bdd13,simple and easy,5,Revolut
43cf88fd-7910-41d4-9ace-ad5d983bb9a8,Really smooth onboarding process and the interface is very user-friendly. I love how easy it is to manage my spending and exchange currencies instantly. Highly recommend! Great app 👍,5,Revolut
1b912b8e-ce18-4a5d-a88f-538ead88853c,excellent,5,Revolut
930ffd0d-759c-4862-b45e-a5d924f02dd9,Easy to set up through the app and get a card which can be used online or in store. Yet to try the disposible card which apparently changes after 3 uses so cant be copied by scammers 👍🏻,5,Revolut
ce07942d-1e06-498e-bf20-0eb3a44e22db,it's a bank that works for me.,5,Revolut
eb7f0e88-c308-4ffc-b203-4b538c47e0f3,Perfect!,5,Revolut
4600d858-6afd-40d1-94f0-54b2ee15b1a4,Best service ever 👏👏👏,5,Revolut
35979512-d0cf-4d9f-84bd-dab8ca5459a9,"I’ve been using Revolut for a while and it’s been excellent. Payments are instant, the card works everywhere, and the app gives full control over spending. Customer support has also been responsive whenever I needed help.",5,Revolut
a38ea06a-087d-4cef-97b4-e7204eaea168,Nice and smooth 😅,5,Revolut
22b48b44-ee82-421e-a5f1-2a35a4d05f70,I had a bad experience with the registration process. The staff couldn't explain exactly what documents they needed from me. Incompetent,1,Revolut
15bab093-cee6-4b74-8bc2-c687d74d5e82,👍❤️,5,Revolut
fd3868c8-fee5-4971-bb2f-f67a1cf675ba,very good service,5,Revolut
71b9d0a7-b650-4400-a706-639e1b6cac0f,is very easy to use and very fast when transferring money 💰,5,Revolut
43a642fc-76c9-4794-ade6-1f97a72c9d45,good,5,Revolut
7685b692-ccaa-4096-98a4-a8dc39ec5a73,Very convenient. Works well.,5,Revolut
4b1703a2-e9c5-4bd2-aaa1-d502908554c6,that's a very good,5,Revolut
082392f2-dfa7-4fa4-9a7e-805b92ed2857,I love using it makes everything easier even when abroad,5,Revolut
f111e744-9a73-434f-93ec-7bb9247a6994,I don't know what up with the app but i keep trying to apply for a card on it the first time it wouldn't let me do the whole application and then it let me apply for it said i was done it's all good i took went to login to my account on it keep saying verify myself wants me selfie and state ID the same one i opened the account up with it it keeps saying that it doesn't recognize my ID so if you get the issue taken care of let me know cuz i really want to keep my account that i opened. Thanks KP,1,Revolut
725de79a-5921-4f38-a8aa-90d9f8723c7f,This card saved my life recently in Dublin and America. It's easy to use and widely accepted for most shops and online transactions. I love it and will recommend it to others.,5,Revolut
61c28819-6fa5-408c-9d71-4b07c0f433c3,"I absolutely love this bank! I once had an issue while traveling, and they resolved it very quickly. If it weren’t for them, I could have been in danger. Thank you, Revolut! ❤️",5,Revolut
cea0bdbf-7e0f-4a3d-876a-561355c4e98b,"Good customer service via chat assistant, Timely response and action by the team Problem solving excellent Zero fraud tolerance",5,Revolut
aeab6de3-31fb-4e76-ad11-00b89215fd61,recommended,5,Revolut
1757fb81-b8c2-4df5-bf1d-ada646bc7242,good,5,Revolut
3c3696a3-4c6a-40d8-8fa4-aee104d6b9c0,Nice,5,Revolut
5d672341-ef76-408d-9815-c254de9833a4,just okay,3,Revolut
56cd52b9-2b8c-416b-87ea-1ce1e5efb91c,Cool and easy,5,Revolut
f26fd256-6b70-4182-93dd-702bfa5392f9,very good,5,Revolut
319b92e5-2586-41e3-bcee-8af9be530b13,Great bank best around for travel lifestyle best exchange rates,5,Revolut
cc9b9967-3be5-4e87-b6c4-a26454aa9ab8,"tried to create an account but got stuck at ""my address"" part of the app. every time I tried to enter the postcode or Any postcode, it said ""no results found"" and when entering manually - just gave me the error ""somethings wrong, try again later"". tried again after 24hrs, still same issue.",1,Revolut
4a9f0284-7df5-4f6c-b990-28d93c7c3124,"Unable to log in. Just constantly in a loop of entering my details, taking a photo, then being sent an email which just restarts the whole process again.",1,Revolut
b700961e-8b9d-4eb0-a004-0be246e89ad8,"I was a big revolut fan and had started to move my bills and savings over slowly to see how it would go. They pushed an update in app that wasnt fully working and im now stuck in limbo with no access to the bulk of my money while I wait for them to update the application. which im assured will fix the issue, no date given. no other options given to resolve this and im just in dante's circle of hell of platitudes and no information. Enshittification at it's absolute finest. absolutely furious.",1,Revolut
844d1dec-bdda-4531-a56c-879c306d572a,very good,4,Revolut
15ed7c32-da70-45a8-992d-9475067d01e4,"Добрий банк. Швидко проходять платежі. Але чи на довго це... П.С. був добрий банк, вже НІ! Закрили мій рахунок без пояснень. Не було платежів від інших людей, тільки з моїх рахунків. Тим більше підозрілих платежів не було.",1,Revolut
da210839-c977-400a-81ac-d504cd5e449a,"Like it, really easy to transfer money in different currencies",5,Revolut
2cc69cda-6c4d-4505-969b-9b4a70be67df,excellent,5,Revolut
81386359-1c83-4adf-8332-90faca7810e3,"Amazing customer service. Had to downgrade from premium and didn't realise there was a £15 fee l. contacted cs, not only did they wave the fee, they refunded me £15 from not using the premium perks for 2 months. absolutely amazing app. highly reccomend. just read the ts and cs",5,Revolut
6fb70c13-2d94-491b-8a73-7e4434217bfa,works rly good c:,5,Revolut
505f7497-7790-4824-8490-0ad22d820fdf,terrible. I just wanted to quickly purchase a few alt coins. took 24 hours to buy them. another 2 days later I wanted to sell. it cost me £3. then another £1.20 to send my money back to my card which didn't arrive for 30 minutes lol.,1,Revolut
8575231f-61d4-4dbd-9ccb-b01ee391f35d,"After the last update, the app started to crash every time I open it",5,Revolut
68fe9e7b-727b-4597-a770-b6a2fd2f3e29,"works well, easy to use and quick payments",5,Revolut
ac62c95b-d4ae-4bf4-80e7-b673cc8e7b34,Top,5,Revolut
b7f45360-8fa4-4828-b33a-53d229d151ac,"Nice app, easy to use, lots of features. Very useful also when travelling. Revolut is an interesting new way of online banking.",5,Revolut
0cc389bf-d46b-4ea9-b057-513ebf80fa59,good 👍,5,Revolut
8a626e1c-1ca0-440c-a718-b8e817ceb8a7,the bast,5,Revolut
397faae3-22ae-455e-9e75-1ac6e20f3eca,I find it very useful and reliable,5,Revolut
b232e83d-7986-4eed-8ffa-ba625547ada7,great,5,Revolut
974d7866-9650-453d-a5d2-430e1c080c58,"I'm absolutely disgusted by your procedures. I don't understand why I wasn't notified that I was trying to pay from an account with insufficient funds? Why wasn't I asked to choose a different account? Instead REVOLUT just chose for me, although this account is in a different currency (so I was charged a fee). + The app is extremely 'user unfriendly', a contact to customer support is impossible to find, there are errors almost everywhere I click! Repeadly disappointed!!!",1,Revolut
15123a30-a73c-416e-be94-41c2ff7dd5fb,Secure app,5,Revolut
9f68ff5b-f7be-493c-9a21-27df1fda6541,great,5,Revolut
280a6a33-e305-43a8-a24e-bbc945af9db0,"Revolt it's the best,I love it",5,Revolut
7f601f85-ab3a-40f1-8d33-16d182a92dcb,very help full good for saveing money,5,Revolut
5aaddf4c-f1c2-4df7-801d-1de82daa569e,good tool to be used,5,Revolut
6675533f-9910-4745-9404-f1eec152c6dc,Helpful support and generally just a reliable service.,5,Revolut
5ebba7aa-79b8-47e5-b98a-a6b4a99bc8e7,easy to use,5,Revolut
3daa7922-b8fb-4fe4-a177-59dd1f4fa848,brilliant,5,Revolut
9cd2daab-3dca-4612-be64-4269ce92b1e0,so easy to use,5,Revolut
2745f699-7621-415d-b5ac-8cc768bca290,very good Application and card for transfer and shopping.Very safe and secured mode of payment.,5,Revolut
a5f5b762-a797-45c6-b3a2-e0580652b869,it's a really great app,5,Revolut
4836eb1e-591f-4c6f-b2bb-1c639d1ac2d6,very good service,5,Revolut
50bf6ee1-2105-425d-b694-25418a45df94,The best there is,5,Revolut
effcf825-c00a-4902-80ee-295d35a744b7,Great for using on holidays and savings,5,Revolut
48cc7487-d377-4006-b598-bdcd6fd1ca3f,good,5,Revolut
09e7f6dc-f48c-4910-85b9-085d923f5ee4,i love it,5,Revolut
afcde8f0-4c23-4f60-95da-9e8fe7fc9f46,"Revolut rejected a €15,020 client payment without notifying me my account was unverified — despite confirming it was operational days earlier. After 35+ business days the funds have still not been returned. I've been forced to borrow from family. This follows years of issues: missing transfers, wrong account debited, no RIB available. I have filed a complaint with the Bank of Lithuania. Avoid for professional use.",1,Revolut
bbe5a244-2f35-46df-84de-5a4c95a61651,"I recommend using it, very useful for online payments and the gambling and scam check is helpful.",4,Revolut
0540d44b-559f-45dd-8d2a-c5076d190b79,amazing app but make the chat bar can send photos for proofs,5,Revolut
6c7e99df-2c3e-446e-ac48-a98de10fb532,"Awful service (and this is for the premium account). Withholding incoming funds and refusing to release them with any other form of identification than a selfie camera (mine is malfunctioning). Slow responses, rolling you from one representative to another, unwilling to help, reparative and unaware of previous conversation. Simply outrageous. Edit: Now they charge hidden breaking fees for ending a monthly subscription at the end of the month! Really Ryanair type of experience. Stay away",1,Revolut
0d5109de-3cee-4268-a21a-081ab25eeaf9,гига яко,5,Revolut
af7bd1f6-2619-4276-833c-dc9ca4413362,"I think Revolut is the fastest, simplest, and most reliable app on the market! It never disappointed me till now, and we are taking about 8 years of use. And it's getting better and better. Thanks, gods, for this!",5,Revolut
1c10cd52-01d2-4e91-94b1-c31fd938afc1,fast,5,Revolut
9bbb4260-2c4c-4d80-a94e-ebe226b15cfc,Really Good and very fast app for Transactions.,5,Revolut
e1cb43f6-85b2-45a4-ac96-2e1ad6f20121,"I have had this app for over 2 years and it has been excellent, never a problem, until now. It wants me to upgrade but it wont let me, says it is no longer compatable with my device. As a result I csn no longer acess my banking to move money, make paymenys etc.",1,Revolut
0256b359-524c-4d5a-89eb-b4a5d0771016,good Bank,5,Revolut
7e487e01-a837-42e5-ada6-658571929615,good,4,Revolut
b1038b5d-f15e-431f-9280-e5840578eba5,been using it for years. good range of investments but the UI is soooo unintuitive I have to constantly ask an AI for instructions. and being shilled for premium is so cheap and tacky,3,Revolut
581cb560-49ed-458d-869a-0d9dcc330cd6,"was the perfect banking app, till I had to switch countries, and they could not manage to do so automatically (understandable) and the whole process if full of bugs in the UI where you cannot see exactly the issues, support feels slow. in the end I'm not even sure I'll keep using it if I manage to switch",1,Revolut
40dde9a3-6fa8-4593-a8e0-f569f198904a,very practical,5,Revolut
2714a5f0-4d3e-40f5-aa8c-672a7e4b7ed4,App is not secure enough that asks for user to secure the phone. Every time i try to open the app a block-screen appears that require to secure my phone. Update: They blocked my account because i refuse to send peronal data thrue an ansecured app.,1,Revolut
996bd2a2-3a37-4407-83a3-026745f35ba0,best in mobile banking,5,Revolut
c2bfd720-fd8e-4857-bd32-685248ab0261,overall best banking in my experience,5,Revolut
50ae317f-4fe5-4b6a-bba2-28ecdfec7aaa,"The support team was unprofessional. They reversed a money transfer from my close relative without providing any explanation. They told me they would connect me with a Revolut team member who handles transfers, but instead several AI bots sent me generic messages, and nothing was resolved.",1,Revolut
ae9bc969-4581-4c1b-a111-e39ce6e38c01,excellent app,5,Revolut
95d6399a-751d-4a15-a406-5a36728bf701,So easy to use and a lot of the extras on the app.,5,Revolut
d4826a0c-aba5-4341-8284-e02f8e223a4f,"It's good for traveling, but not for holding funds or investments. It offers an easy way to buy ETFs and crypto, but it's unsecured for holding your funds with this provider because you have no control over them. If they decide to remove something from their platform, they do it without giving you an option to withdraw the currency you're holding. I think is a lot of people who used this qpp can confirm this information.",1,Revolut
8fcb1587-b706-409f-a82d-c4aefe95cfe9,excellent,5,Revolut
cc445c57-15d8-41b5-b9b3-2ea2a897f220,good for travel because you can change your currency for other currency easily with a very good rate,4,Revolut
75c37de1-2af6-4e58-a358-ed2e1328023c,good,4,Revolut
9d8c475b-0994-4f55-8d4b-5574debc6e0f,Absolutely Beautiful!!!,5,Revolut
f8d932f4-8ac0-40d1-8648-2a11e9f79475,Very good,5,Revolut
343c4860-a612-4c6f-bcf3-5edd134672d0,absolutely LOOOOVE revolut.,5,Revolut
2d6d82a2-0406-4f73-8580-91f85716fed9,awful neobank and customer service. They refuse to open a checking account because according to them im an high risk customer which has violated their rules in the past which is not true .,1,Revolut
67df5ccf-d5fe-4a58-955e-a196a2d82f7b,"I'd like to give a full review, but the app refused to verify my phone number. Hard to give higher than 1 star when the app doesn't even function to begin with. Might change my mind if this ever gets fixes.",1,Revolut
024305eb-3863-4a1e-8278-cd62af23b706,All bug & issues fixed,1,Revolut
08d46323-3fea-451b-9e0b-3105b2c16ddd,really great 👍,5,Revolut
1701cdee-1a9e-448f-b626-24e44a1b8618,super service,5,Revolut
f139aa6d-5e6d-4ee3-a197-16fbd7c78df4,most convenient banking services ever,5,Revolut
6e798093-461e-45b3-a7e7-d453fe6df949,As vulnerable victim of fraud. Been treated like a criminal and fraudster not a victim Total disregard for FCA procedures don't give a single care greedy and made wrong harmful cifas markings refused to take evedence into account and refused to help at the lowest part of the fraud. refused to recover fraudulently taken funds Even with crime reference number. Not disabled freindly refuse to give a postal address for complaints give conflicting unclear information via electronic means,1,Revolut
95975922-574d-495c-978f-af7c64898cff,👌,5,Revolut
35804d6d-d320-4088-bc1a-e1983a5a3dd0,Works well for sending and receiving money abroad.,5,Revolut
eb68a23c-b98a-4629-b4db-9654ce224b2e,If I have a login issue all done no way to open No.1 frustration inducer ...,1,Revolut
b8c260d7-393f-41de-9a08-ad2e3629052f,Revolut is good card,5,Revolut
2c6090f4-7275-4bd7-9c73-f6d6576868be,The vest banking experience ever!,5,Revolut
a0861c00-6fc4-46e6-bc83-9e98e66b2afa,Very save,5,Revolut
c92bad3b-282c-47d5-a989-0d0d06f8a8a2,I just got my card thank you 😀,5,Revolut
47186e19-8514-4135-a3a7-ad53ec1396bc,its awesome👌,5,Revolut
0d88a55f-cbdc-4ca5-96ee-577a9ec0ef75,I can't use this app,1,Revolut
37ea9fda-beff-4ed5-87d3-6e5aae19bd8a,all good,5,Revolut
d311921d-260a-475e-844e-179cd15eb411,"great bank, great ease of use from the app.",5,Revolut
789cc2ed-7d62-4131-b8a7-035e8aef38c3,Best,5,Revolut
0480262e-0a1f-444d-8726-fe4f16da64f2,excellent,5,Revolut
ca8a9a1e-22f0-46d1-b158-48689e2f05ee,great app,5,Revolut
cbbb2e64-f266-4e91-abc6-1891bebd8f9d,"If I could give zero stars, I would. This app is needlessly complicated in so many ways, disappears your money and doesn't explain why and you need the chatbot to get anywhere. I recommend staying away from revolut.",1,Revolut
ce91d96f-ddc0-491c-bf6c-1ab40dc47960,good,4,Revolut
6a3fcaea-23f8-449a-9352-196a6e2b82e5,Excellent,5,Revolut
f23605cb-409c-4b44-a2e8-7c6163b64247,not working in Bangladesh,1,Revolut
f0c90b4c-e6ff-4057-8772-c103897eba8a,it's everything I need,5,Revolut
361cd2ec-2b26-4c02-ada5-6a71f8546472,good,5,Revolut
ed10dd18-7c10-40cd-9b5f-419ac380dae7,excellent service,5,Revolut
